time,weathercode,temperature_2m_mean,apparent_temperature_mean,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
2/18/2021,51,27.1,32.8,1.8,10,26.3,193,4.28
2/19/2021,51,27.7,33.7,1.3,9.4,19.4,250,4.61
2/20/2021,51,27.7,32.7,0.5,8,15.1,317,4.72
2/21/2021,1,27.8,31.4,0,11,26.3,22,5.23
2/22/2021,3,27.6,31.7,0,12.1,25.9,32,4.99
2/23/2021,51,27.1,30.8,0.1,10.5,20.5,212,4.29
2/24/2021,51,26.8,31.6,0.3,10.7,27.7,241,4.1
2/25/2021,53,27.8,33.4,1.3,7.2,26.3,300,4.79
2/26/2021,63,27.6,32.8,26.3,13.7,31.3,222,4.58
2/27/2021,63,26.7,31.5,10.4,15.4,29.9,281,2.87
2/28/2021,3,27.3,32,0,14.6,31,259,4.06
3/1/2021,51,28.2,33.3,0.4,10.1,23.8,250,4.71
3/2/2021,51,28.6,33.2,0.6,12.9,27.7,297,5.44
3/3/2021,55,28.1,33,4.9,8.4,26.3,142,4.71
3/4/2021,53,27.3,31.4,1.4,12.2,21.6,180,3.12
3/5/2021,3,28.1,32.8,0,11.4,28.8,211,4.77
3/6/2021,51,28.1,33,0.3,11.9,28.8,219,4.45
3/7/2021,51,28.5,32.9,0.2,12.5,29.2,198,4.75
3/8/2021,3,28.7,33.5,0,14,31,209,4.9
3/9/2021,61,27.6,32.5,5.2,11.5,30.2,189,4.57
3/10/2021,1,28.6,33.4,0,11.7,27.4,189,5.34
3/11/2021,51,28.3,32.9,0.5,12.3,30.2,268,5.13
3/12/2021,51,27.5,32.5,0.9,9.3,26.3,187,5.03
3/13/2021,51,28.2,33.3,0.4,8.7,22.7,271,4.64
3/14/2021,2,29.2,33.9,0,10.7,28.1,212,5.16
3/15/2021,51,28.7,33.3,0.3,13.1,28.8,278,4.84
3/16/2021,53,28.3,33.2,1.9,10,25.9,177,4.9
3/17/2021,63,27.4,32.6,17.7,11,28.4,126,4.32
3/18/2021,65,27.2,32.6,15,8.4,27,280,4.41
3/19/2021,1,28.1,33.8,0,9.2,24.1,244,4.96
3/20/2021,51,28.2,33.8,0.2,8.7,17.6,115,5.25
3/21/2021,63,27.7,33.4,7.9,9.7,28.8,133,4.7
3/22/2021,51,28.4,34.3,0.5,10.1,27.7,240,5.17
3/23/2021,61,27.8,33.5,6.2,9.7,24.5,213,4.4
3/24/2021,1,28.7,34.2,0,11,22.7,181,5.22
3/25/2021,51,29.2,34.5,0.2,16.5,35.3,238,5.93
3/26/2021,51,28.9,33.8,0.5,13,25.9,245,5.39
3/27/2021,51,28.9,33.7,0.1,15.9,30.6,262,5.45
3/28/2021,1,29,33.5,0,13.1,30.6,241,5.67
3/29/2021,2,28.9,33.5,0,15.1,32.8,217,5.66
3/30/2021,53,28.6,33.5,0.7,12.7,31,212,5.03
3/31/2021,1,29,33.5,0,15.4,32.8,232,5.47
4/1/2021,2,28.8,33.2,0,16.4,36,225,5.77
4/2/2021,1,29,33.3,0,14.2,33.1,209,5.57
4/3/2021,51,29.3,33.3,0.3,14.1,31.7,182,5.92
4/4/2021,2,29.5,33.5,0,14.5,32.8,190,6.06
4/5/2021,53,29.4,34.1,0.6,14.5,33.5,231,5.86
4/6/2021,1,29.6,34.2,0,14.9,32,272,5.38
4/7/2021,51,29.6,34.4,1,13,31.7,221,4.64
4/8/2021,51,29.9,34.4,0.2,13.8,32,213,5.28
4/9/2021,53,29.7,34.8,1.2,14.8,32.8,209,5.15
4/10/2021,61,29.4,34.9,3.7,13.7,31.3,227,4.34
4/11/2021,63,28.3,34.1,5.5,11.7,30.2,224,4.23
4/12/2021,51,29.3,35.1,1,11,26.6,214,4.96
4/13/2021,63,28.9,34.5,4,11.4,27.7,178,4.81
4/14/2021,53,28.9,34.4,1.6,9.8,27,168,4.95
4/15/2021,63,28.8,34.5,4.8,10.3,25.9,188,5.01
4/16/2021,63,27.8,33.7,27.5,12.1,31,191,4.04
4/17/2021,55,27.3,32.8,2.7,16.8,33.5,200,3.28
4/18/2021,63,27.6,33.6,7.1,13,31.7,161,3.88
4/19/2021,63,27.3,33.1,9.5,13.8,32.4,177,4.2
4/20/2021,63,27,32.6,23.6,12,27.7,180,3.89
4/21/2021,51,27.7,33.7,1.4,9.4,20.5,336,2.75
4/22/2021,63,28,34,7,13.6,28.4,107,3.54
4/23/2021,61,27.7,34.1,4.7,12.1,28.8,195,3.82
4/24/2021,53,28.8,35.1,0.8,6,19.4,199,4.6
4/25/2021,61,27.7,33.8,6.4,13,31,192,3.67
4/26/2021,63,27.8,33.8,4.4,8.4,18.7,178,2.6
4/27/2021,61,27.6,33.9,1.7,9.5,20.9,180,2.56
4/28/2021,53,27.5,33.6,5.7,12.9,27.4,224,3.18
4/29/2021,63,26.6,32,14.8,12,30.2,232,2.58
4/30/2021,63,27.3,32.4,11.6,16.8,36.7,235,2.58
5/1/2021,53,27.9,33,5.8,20.7,43.2,232,3.32
5/2/2021,53,27.4,32.9,4.9,14.1,33.8,217,2.82
5/3/2021,63,26.6,31.6,15.8,16.1,39.2,215,1.73
5/4/2021,61,27.9,33.4,4.1,14.7,32.8,217,3.35
5/5/2021,51,28.2,33.4,0.5,15,32.4,228,4.1
5/6/2021,2,27.8,32.5,0,14.5,30.2,210,4.67
5/7/2021,53,27.8,32.7,2.6,14.1,31.7,233,3.73
5/8/2021,51,28.3,33,0.5,17.6,36.4,257,4.87
5/9/2021,3,28.4,33,0,16.9,34.9,254,4.35
5/10/2021,51,28.3,33.3,1.5,18.6,37.8,215,3.86
5/11/2021,51,28.2,33.3,2.8,16.6,34.6,222,4.28
5/12/2021,53,27.3,33.1,4.5,14,32,205,3.28
5/13/2021,53,27.8,33.6,4,15.4,37.1,239,4.17
5/14/2021,53,27.8,33.8,3.7,13.6,34.2,228,4.09
5/15/2021,51,28.1,33.8,3.5,17.8,37.1,247,4.38
5/16/2021,53,27.3,32.7,4.2,16,36,215,3.32
5/17/2021,53,27.3,32.9,2.2,13.2,31.7,205,3.63
5/18/2021,55,26.9,32.2,3.1,15.7,33.1,194,3.59
5/19/2021,55,27.6,33.2,2.1,12.7,28.8,197,3.98
5/20/2021,51,27.9,33.3,1.3,14.2,29.9,201,4.12
5/21/2021,61,27.4,32.6,3.5,14.5,32,187,3.65
5/22/2021,51,27.7,32.6,0.9,15.6,36.4,177,4.25
5/23/2021,53,27.2,31.8,2.8,15.9,34.6,178,3.61
5/24/2021,63,27.1,32,10.5,14.1,30.6,202,2.67
5/25/2021,63,27.2,32.2,7.7,20.1,40.3,215,3
5/26/2021,53,28.1,33.2,1.2,13.9,28.1,219,4.22
5/27/2021,51,28,33.4,2.7,16,33.8,216,4.05
5/28/2021,53,27.8,33.5,4.3,15,31,236,3.75
5/29/2021,61,27.2,33,10,15.8,30.6,217,2.98
5/30/2021,61,27.5,32.5,7.5,16.6,33.1,216,3.75
5/31/2021,51,27.6,32.8,0.6,17.7,40,203,3.43
6/1/2021,51,28.4,33.6,0.6,15.6,41.4,210,4.45
6/2/2021,53,27.5,32.9,3.2,15.6,37.8,214,3.55
6/3/2021,63,27.1,32.9,7.6,18.4,41,264,3.22
6/4/2021,61,27,32.2,14.2,16.9,42.5,238,3.11
6/5/2021,63,26.9,31.9,18.9,19.4,38.2,215,3.08
6/6/2021,63,27,32.3,17,14.1,32.4,217,3.12
6/7/2021,61,26.8,31.9,15.9,18,41.8,223,2.85
6/8/2021,55,27.7,32.3,5,19.6,38.5,208,3.23
6/9/2021,63,26.8,31.5,16.2,22.2,44.6,204,2.96
6/10/2021,61,27.4,32.1,4.9,18.6,51.1,200,3.19
6/11/2021,53,27.8,32.8,3.2,17.7,42.5,223,3.87
6/12/2021,61,27.7,33.2,11.3,18.8,49.3,244,3.11
6/13/2021,63,27,32.6,20.5,16.2,46.1,255,2.91
6/14/2021,61,27.4,33.3,5.7,14.4,35.6,235,3.32
6/15/2021,55,27.4,33,8.9,14.5,33.5,248,3.35
6/16/2021,61,27.8,33.6,7.8,15.7,36,247,3.24
6/17/2021,63,28,33.5,10.4,17,40.3,255,3.25
6/18/2021,55,27.9,32.9,6.4,17.4,41.4,259,3.47
6/19/2021,61,28,32.9,5.6,20.5,46.8,257,3.79
6/20/2021,63,27.4,31.9,12.2,22,50,260,3.21
6/21/2021,61,27.5,31.9,7.1,20.5,50.8,270,3.18
6/22/2021,63,27.1,31.9,16.1,21.1,58,279,2.99
6/23/2021,53,27.7,32.6,3.5,21.3,43.6,258,3.58
6/24/2021,53,27.7,33.1,3,17.5,42.5,247,3.81
6/25/2021,53,27.3,32.4,3.2,16.8,36.4,233,2.94
6/26/2021,51,27.8,32.4,2.7,21.7,42.5,232,3.83
6/27/2021,53,27.7,32.1,3.7,19.5,39.6,241,3.77
6/28/2021,51,27.8,32.3,1.6,19.4,38.5,251,4.12
6/29/2021,51,27.8,32.4,2.5,21,41.4,254,4.21
6/30/2021,51,27.9,32.6,3.1,21.3,42.1,266,3.96
7/1/2021,51,27.8,32.1,2.3,20.6,40,226,3.93
7/2/2021,53,27.5,32.3,2,19.9,41,217,3.32
7/3/2021,53,27.4,32.3,2.6,18.5,39.2,214,3.67
7/4/2021,51,27.4,32.4,1.8,17.7,34.2,203,3.49
7/5/2021,51,27.8,32.6,1.5,19,39.2,205,3.96
7/6/2021,51,27.9,33.1,2,16.6,34.6,224,3.85
7/7/2021,51,27.8,33.1,2.3,16.2,32.8,227,4.2
7/8/2021,53,27.5,32.8,3.5,14.7,31,219,4
7/9/2021,61,26.7,31.9,5.4,14,31,199,3.44
7/10/2021,61,26.5,31.8,6.4,18.8,35.3,212,3.58
7/11/2021,53,27.4,32.9,2.9,13.9,29.5,238,3.77
7/12/2021,55,26.7,32.2,3.8,13.4,31.3,202,3.89
7/13/2021,61,26.8,31.8,4.2,13.7,29.9,191,3.87
7/14/2021,61,26.4,31.8,5,14.2,34.2,224,3.83
7/15/2021,51,27.1,31.8,2.7,20.5,37.4,262,3.9
7/16/2021,61,27.2,32.2,6.2,18,40.7,257,3.32
7/17/2021,61,27.2,31.2,20.6,22,52.6,258,3.46
7/18/2021,63,26.5,28.9,33.3,33,67.3,269,3.16
7/19/2021,53,27.1,29.9,4,27.1,68.8,284,3.88
7/20/2021,61,26.9,31.3,6.4,22.7,61.6,291,3.32
7/21/2021,61,26.6,31.5,15.1,18,49,281,3.19
7/22/2021,53,27.1,31.1,1.5,19.1,54.4,276,3.64
7/23/2021,51,27,31.9,0.5,18.1,51.8,267,4.19
7/24/2021,61,26.8,31.6,4,16.1,40.3,236,3.94
7/25/2021,63,26.1,30.9,10.6,16.4,35.6,224,3.03
7/26/2021,61,26.6,32,2.9,13.4,36,237,3.39
7/27/2021,3,27.1,31.7,0,15.5,32.8,247,3.86
7/28/2021,51,27.2,31.7,0.8,17.5,34.9,232,3.98
7/29/2021,51,27,31.5,1,16.1,34.9,227,4.13
7/30/2021,51,27.1,32,0.9,13.3,29.9,240,4.02
7/31/2021,51,27.2,32.1,1.7,16.5,32,233,3.79
8/1/2021,53,26.3,31.4,5.1,14.3,32.4,199,2.99
8/2/2021,53,26.8,31.8,3.2,16,32,191,3.29
8/3/2021,53,27,32.3,2.9,15.8,32.4,197,3.68
8/4/2021,51,26.7,32.2,2.2,13.7,29.5,204,3.23
8/5/2021,53,26.8,31.5,3.5,18.9,42.5,220,3.3
8/6/2021,53,26.8,31.7,4,15.5,41,205,3.29
8/7/2021,61,26.8,31.5,13.6,18.3,43.6,211,3.44
8/8/2021,63,25.9,30.8,12.3,20.3,46.1,237,2.15
8/9/2021,61,26.2,31.4,10.4,16.2,42.8,249,2.68
8/10/2021,65,26,31.3,29.5,25.2,51.8,271,1.99
8/11/2021,61,26.8,31.9,12.9,18.9,51.5,277,2.96
8/12/2021,61,27,31,6.5,26.8,53.3,282,3.63
8/13/2021,63,25.7,30,44.3,21.1,48.6,256,1.7
8/14/2021,63,26.8,31.8,11.6,18.7,52.9,278,3.38
8/15/2021,61,27.1,32.4,6.7,15.2,42.5,258,3.79
8/16/2021,61,26.6,31.3,18.5,18.9,38.9,269,2.75
8/17/2021,63,25.9,30.7,12.6,17.3,35.6,246,2.29
8/18/2021,53,26.2,31,7.6,17.7,34.9,223,3.31
8/19/2021,53,26.6,31.6,2.3,14.3,32.8,214,3.92
8/20/2021,61,26.2,31.2,11.4,12.8,34.9,216,3.59
8/21/2021,63,26.1,30.6,17.3,18.1,43.6,235,3.18
8/22/2021,63,25.5,29.9,19.1,18.8,44.3,236,2.3
8/23/2021,61,25.5,29.8,13.7,15.8,35.6,234,1.36
8/24/2021,55,26,30.5,7.1,18.5,39.6,221,2.88
8/25/2021,63,25.7,30.1,10.9,13.4,36.7,218,2.55
8/26/2021,55,25.9,30.3,6.8,16,39.2,218,2.18
8/27/2021,53,26.1,30.9,3.4,14.9,37.8,211,2.59
8/28/2021,55,26.5,31.3,5.1,14.7,39.2,236,3.12
8/29/2021,63,25.7,29.9,25.6,16.7,37.8,245,2.7
8/30/2021,61,26.7,30.8,5.9,16.5,45.4,241,2.73
8/31/2021,53,26.3,30.6,3.2,17.2,43.9,219,3.29
9/1/2021,53,25.4,29.8,7.2,17.8,40.7,209,2.82
9/2/2021,53,26.1,31.2,4,13.5,35.3,213,3.55
9/3/2021,53,26.4,31.3,4.4,14.8,32.8,202,3.66
9/4/2021,53,26.6,31.2,3.1,18.1,37.8,210,3.51
9/5/2021,51,26.4,31.4,2.8,12.9,34.9,201,3.28
9/6/2021,53,26.4,31.8,3.5,14.8,40.3,216,3.57
9/7/2021,51,27.2,32.8,1,16.1,41.8,253,3.87
9/8/2021,51,27.8,32.7,2,18.3,36.7,277,4.63
9/9/2021,51,27.5,32.9,1.8,18.1,45,269,4.36
9/10/2021,55,26.9,32.4,6.1,16.7,37.4,246,3.54
9/11/2021,63,25.8,30.6,15,15.9,37.1,222,2.65
9/12/2021,63,26,31,12.3,11.7,31.7,213,2.69
9/13/2021,63,26.1,31.1,7.9,14,29.9,197,3.34
9/14/2021,53,26.4,31.5,2.8,15.3,31.3,207,3.85
9/15/2021,63,25.4,30,17.4,13.6,32,203,2.31
9/16/2021,63,25.6,30.4,25.1,15.8,37.4,226,2.5
9/17/2021,53,26.1,30.9,5.1,14.5,34.9,217,3.57
9/18/2021,53,25.9,30.7,5.4,17.1,38.2,209,3.14
9/19/2021,63,25.8,30.3,10.3,17.8,35.6,206,2.84
9/20/2021,61,25.9,30.9,5.2,11.8,29.2,198,2.65
9/21/2021,55,26.3,31.4,7.6,12.6,29.2,205,3.31
9/22/2021,65,26.3,31.3,18.7,13.6,31.3,210,2.96
9/23/2021,63,25.5,30.5,32.1,12.5,30.6,237,2.29
9/24/2021,63,25.5,30.2,28.4,14,40.3,194,2.35
9/25/2021,63,25.1,29.5,16.4,11,31.3,167,1.24
9/26/2021,53,26.3,31.1,0.6,6.4,20.5,129,3.77
9/27/2021,53,26.7,32.1,1.2,8.6,23.4,354,4.26
9/28/2021,63,26,31.1,7,11.2,26.6,139,3.42
9/29/2021,55,25.9,30.9,6.6,7.4,22,189,2.99
9/30/2021,61,25.7,30.7,7.9,12.4,29.2,159,3.37
10/1/2021,63,25.8,31.4,10,14.5,27,174,4
10/2/2021,53,27,32.4,1,8.1,18,180,3.53
10/3/2021,63,26,31.2,23.4,11.8,27.4,177,3.11
10/4/2021,61,26.3,31.6,9.2,10.1,24.8,233,3.99
10/5/2021,63,25.8,31,7.1,13.2,30.2,171,3.83
10/6/2021,63,25.4,30.3,17.7,12.8,28.4,197,2.71
10/7/2021,61,25.6,30.7,13.1,14.8,34.6,256,2.82
10/8/2021,61,25.7,31,9.3,11.8,25.2,235,3.25
10/9/2021,61,26,31.2,13.2,12.7,29.2,205,3.42
10/10/2021,55,26,31.2,4.9,12,26.3,194,3.28
10/11/2021,63,25.7,30.8,11.6,10.3,25.2,172,3.27
10/12/2021,63,25.7,31.1,10,12.3,26.3,194,3.44
10/13/2021,65,26.3,32,54.7,9.7,25.9,283,4.13
10/14/2021,63,26.3,31.7,36.3,7.3,25.6,140,3.67
10/15/2021,65,25.7,30.5,60.4,16.6,34.6,188,2.78
10/16/2021,61,25.4,29.9,13.8,13.3,27.4,161,2.39
10/17/2021,53,26.1,31.1,1.8,11.8,27,169,2.85
10/18/2021,61,26.4,32.3,5.4,9.5,22.7,330,4.3
10/19/2021,63,26,31.3,11.1,9.4,24.1,168,2.77
10/20/2021,65,25.7,30.7,71.1,13,30.6,218,2.64
10/21/2021,63,25.5,30.7,17.4,15.3,31.3,278,1.89
10/22/2021,63,25.6,31.1,8.9,9.8,26.6,250,2.28
10/23/2021,55,26.5,31.9,5,10.3,31,235,3.7
10/24/2021,63,24.7,29.6,21.7,12.2,26.6,330,0.93
10/25/2021,53,25.8,30.5,3.9,10.4,20.9,161,3.05
10/26/2021,61,25.8,31.2,6.2,8,19.1,20,2.08
10/27/2021,63,25.9,29.7,11.1,14,28.1,347,2.64
10/28/2021,63,24.3,28.5,18.8,13.8,31,13,1.1
10/29/2021,63,24.9,28.6,23.6,19.6,36.7,142,1.93
10/30/2021,61,25.6,29.6,10.5,22.2,40,161,2.41
10/31/2021,55,25.5,30.7,4.1,11.9,27.7,329,3.03
11/1/2021,51,26.7,32.3,0.3,10.7,25.9,290,4.52
11/2/2021,55,26.4,31.9,5.3,6.9,20.9,18,3.65
11/3/2021,61,25.4,30.6,10,9.2,27,109,2.71
11/4/2021,61,26,31.4,3.5,8.4,19.8,349,3.87
11/5/2021,63,26.5,31.9,5.4,12.7,30.2,309,3.58
11/6/2021,51,26.7,31.7,1.2,13.3,27.7,304,4.07
11/7/2021,61,26.6,32,5.8,14,31.3,239,3.91
11/8/2021,55,26.4,31.3,6.7,13.8,31,199,3.7
11/9/2021,55,25.8,30.7,2.7,13.7,30.6,187,3.1
11/10/2021,63,25.7,30.9,15.4,13.5,32,182,2.87
11/11/2021,53,26.2,31.6,3.4,11.8,22.3,77,3.73
11/12/2021,63,26.4,32,6.4,8.7,23.8,34,3.85
11/13/2021,53,26.8,32.5,2,5.2,18,2,4.22
11/14/2021,53,27.1,32.8,1,8,20.5,223,4.31
11/15/2021,65,26.5,32.3,38.9,8.7,23.4,245,3.83
11/16/2021,63,26.3,31.9,8.4,10.1,28.1,350,3.45
11/17/2021,53,26.9,32.7,2.1,7.6,20.9,131,4.06
11/18/2021,61,26.7,32.2,6.1,9.7,22.7,183,3.98
11/19/2021,63,26.1,31.8,25.5,10.6,23.4,206,3.31
11/20/2021,51,26.6,31.9,1.2,7.4,17.6,309,3.65
11/21/2021,61,26.3,31.9,4.1,6.8,24.1,220,3.88
11/22/2021,63,26.4,32,12.8,8.1,20.2,111,3.24
11/23/2021,63,26.4,32,35.8,8,23,111,3.76
11/24/2021,61,26.3,32,7,5.6,19.1,315,2.57
11/25/2021,63,25.9,31.5,11.6,8,23.4,8,2.62
11/26/2021,63,26.7,32.3,6.2,7,27.4,30,3.62
11/27/2021,63,26.8,32.6,13,7.9,21.2,51,3.97
11/28/2021,63,26.7,32.4,19.3,8.4,26.3,23,2.98
11/29/2021,63,26.2,31.8,18.8,11.5,25.9,218,2.72
11/30/2021,63,25.3,30.1,46.8,13,24.5,179,1.26
12/1/2021,55,25.6,30.6,5.1,7.7,14,297,1.9
12/2/2021,63,26,31.1,9.1,10.8,24.5,18,3.04
12/3/2021,53,26.1,31.1,3.8,9.8,22,11,2.35
12/4/2021,65,25.9,31.3,27.6,8.8,23.8,25,2.32
12/5/2021,63,25.5,30.7,41.7,8.7,21.6,11,2.49
12/6/2021,63,26.1,31,8.2,13,25.2,23,1.86
12/7/2021,63,26.1,31.6,28.2,6.5,19.1,25,2.63
12/8/2021,61,26.7,31.4,5.5,10.4,22,30,3.65
12/9/2021,63,26.7,31.4,8.4,10.8,27,33,3.48
12/10/2021,61,25.9,31.1,8.5,7.1,22.3,38,2.83
12/11/2021,61,26.2,31.3,5.1,11.8,25.2,22,3.28
12/12/2021,51,26.3,31.4,2.2,7.4,24.5,33,3.51
12/13/2021,61,25.9,31.5,5.2,7.2,22.7,47,3.58
12/14/2021,53,26.3,31.7,2,7.9,23,288,3.74
12/15/2021,61,26,31,7.2,6.6,23.8,102,3.21
12/16/2021,2,26.3,31.3,0,7,18.4,84,4.02
12/17/2021,61,26.2,31.2,4.5,7.8,22.7,40,3.16
12/18/2021,63,26.4,31.3,9.8,8.2,20.5,45,3.06
12/19/2021,63,26.2,31.7,9.9,6.9,24.1,21,2.87
12/20/2021,65,25.4,30.5,74.3,7.6,27,360,2.27
12/21/2021,51,26.3,31.9,1.8,6.4,19.1,32,2.4
12/22/2021,65,26.2,31.4,62.1,11.7,27,19,3.42
12/23/2021,63,26.1,31,16.7,14.7,28.8,46,2.86
12/24/2021,61,26.3,32.1,4.3,8.2,25.6,339,3.42
12/25/2021,61,26.3,31.8,2.5,8.3,20.9,44,3.73
12/26/2021,53,26.7,31.7,1.4,8.6,18,353,4.11
12/27/2021,51,26.4,30.8,0.1,9.9,22.3,17,4.08
12/28/2021,51,26.7,30.9,0.1,10.8,24.1,6,4.12
12/29/2021,2,26.4,30.4,0,9.2,23.4,22,4.36
12/30/2021,51,26.7,31.6,0.3,7.9,17.6,198,3.92
12/31/2021,51,26.9,32.1,0.1,7.6,15.8,3,3.92
1/1/2022,51,26.9,32.4,1.1,6.5,20.2,307,3.93
1/2/2022,61,26.5,32.2,6.7,6.6,24.1,111,3.38
1/3/2022,51,27,32.7,1.1,8.7,20.5,243,3.98
1/4/2022,53,26.9,32.7,1.7,8.6,24.8,172,4.02
1/5/2022,51,27.3,32.7,0.2,7.5,19.1,204,4.08
1/6/2022,51,27.5,32.1,0.1,8.2,21.6,27,4.42
1/7/2022,2,27.4,31.6,0,11.6,22.3,27,4.17
1/8/2022,51,27,30.4,0.1,10.4,25.6,20,4.35
1/9/2022,1,26.6,29.7,0,11.9,25.6,17,4.74
1/10/2022,51,26.7,30,0.1,10.5,20.9,6,3.99
1/11/2022,1,26.9,29.5,0,19.7,38.5,13,5.17
1/12/2022,51,27.2,29.8,0.4,17.2,31.3,14,4.74
1/13/2022,0,26.2,27.2,0,17.1,37.1,9,5.79
1/14/2022,1,25.8,27,0,16.9,38.2,10,5.62
1/15/2022,3,26.6,28.9,0,11.3,25.2,12,4.25
1/16/2022,3,27.1,31.2,0,12.7,28.4,328,4.52
1/17/2022,51,27.2,31.9,0.3,7.2,18.7,34,3.95
1/18/2022,51,28,32.9,0.6,8.8,22,225,4.34
1/19/2022,51,28.3,32.8,0.3,8.1,22.3,358,4.15
1/20/2022,61,28.8,33,2.1,9.3,24.5,52,4.78
1/21/2022,51,28.7,32.8,0.5,10.7,26.6,32,4.63
1/22/2022,53,28.3,32.1,1.6,14.9,33.5,28,3.83
1/23/2022,61,28.9,33.3,1.4,10.7,26.6,21,4.35
1/24/2022,51,28.9,32.3,0.4,13.6,30.6,25,4.34
1/25/2022,3,28.3,31.3,0,14.8,30.2,15,4.36
1/26/2022,2,28.1,31.4,0,11.6,26.3,323,5.44
1/27/2022,2,27.2,30.7,0,13.2,27.7,262,4.26
1/28/2022,3,26.9,30.5,0,16.3,36,202,4.58
1/29/2022,1,27.3,30.9,0,12.8,28.1,254,4.99
1/30/2022,2,27.9,31.5,0,13.3,30.6,242,4.99
1/31/2022,1,28.4,31.9,0,16.6,36,239,5.34
2/1/2022,51,28.5,31.7,0.9,16.3,33.5,273,5.4
2/2/2022,51,27.6,31.7,1.1,11.2,25.6,255,4.19
2/3/2022,2,28.4,32.2,0,12,27,342,4.97
2/4/2022,51,28.9,32.7,0.6,11.9,26.6,274,5.3
2/5/2022,51,28.6,32.3,0.6,10.8,25.2,247,4.89
2/6/2022,1,28.2,32.2,0,14.1,29.2,257,5.27
2/7/2022,3,27.6,31.8,0,14.5,33.5,275,4.86
2/8/2022,2,28.1,32.2,0,15.2,34.6,236,5.09
2/9/2022,1,28.9,31.9,0,13.6,32,313,5.65
2/10/2022,2,28.8,31.1,0,10,27.4,14,4.98
2/11/2022,2,29.4,32.5,0,10.7,35.3,25,5.12
2/12/2022,63,29.1,32.5,3.3,14.4,33.8,23,5.29
2/13/2022,53,29.3,32.7,2.2,14.9,35.6,46,4.54
2/14/2022,61,28.4,33,3.1,7.9,24.8,115,3.56
2/15/2022,63,28.4,33.3,4.7,11.9,30.2,201,4.6
2/16/2022,51,28.1,33.4,0.8,9.6,27,296,4.59
2/17/2022,2,29.2,32.7,0,9.2,27.4,351,5.6
2/18/2022,2,28.2,30.5,0,12.6,28.8,266,5.09
2/19/2022,2,28.5,31,0,9.4,26.3,339,5.47
2/20/2022,3,29.6,33.3,0,9.1,28.4,55,5.38
2/21/2022,53,29.8,34,1.1,9.4,30.6,11,4.89
2/22/2022,61,29.3,33.4,4.7,10.2,30.6,33,4.51
2/23/2022,3,29.5,33.2,0,11.6,25.2,29,5.2
2/24/2022,51,29.7,33.5,0.3,13,27.7,203,5.57
2/25/2022,51,29.6,33.9,0.2,16.9,34.9,241,5.58
2/26/2022,51,29.5,33.8,0.9,17.7,37.8,241,5.56
2/27/2022,51,29.8,33.4,0.2,10.8,27,300,5.33
2/28/2022,51,29.9,33.2,0.4,13.4,32.8,259,6.03
2/29/2022,51,28.7,32.3,0.5,14,31.7,191,4.85
3/1/2022,2,29.2,33.4,0,16.4,34.6,279,5.88
3/2/2022,2,29,33.2,0,17,35.6,258,5.18
3/3/2022,1,29.1,33.2,0,17.3,37.8,261,5.79
3/4/2022,2,29.3,33.6,0,15.1,32.8,262,5.58
3/5/2022,51,29,33.9,0.5,11.3,30.2,209,5.4
3/6/2022,51,28.6,33.1,0.7,12,31.3,184,4.88
3/7/2022,51,28.4,33.3,1.2,14.3,30.2,193,4.95
3/8/2022,51,29.2,34.1,0.1,17,37.1,272,5.29
3/9/2022,51,29.6,34.3,0.1,18.1,40,244,5.67
3/10/2022,51,29.4,34.1,0.3,13.3,32.4,255,4.95
3/11/2022,51,29.2,34,0.3,15.5,35.3,235,4.89
3/12/2022,51,29.1,33.8,0.3,12.9,29.5,255,4.59
3/13/2022,51,29.4,34.4,0.4,14.8,34.9,252,5.47
3/14/2022,51,29.3,34.5,0.9,12.6,31.3,235,4.97
3/15/2022,51,29.2,34.3,1.6,10.4,32.4,234,4.73
3/16/2022,51,29.9,34.4,1.7,10.6,31.7,245,5.56
3/17/2022,63,28.4,34,6.4,10.5,31.7,256,4.09
3/18/2022,51,29.2,34.7,0.4,11.9,27.4,288,4.64
3/19/2022,63,28.2,34.1,14.2,15,34.2,267,4.59
3/20/2022,63,28.3,34,4.2,10.8,27.4,212,4.78
3/21/2022,51,28.4,33.6,0.6,10.4,25.6,186,5.14
3/22/2022,1,28.5,33.6,0,12.3,26.6,216,5.22
3/23/2022,3,29,34,0,13.8,29.5,209,4.92
3/24/2022,51,29,33.9,0.5,15.1,33.5,230,5.11
3/25/2022,51,28.4,33.2,1.1,13.4,27.7,256,5.01
3/26/2022,51,28.9,33.7,0.3,15.4,31,241,5.24
3/27/2022,2,29.1,33.7,0,16.3,34.9,240,5.53
3/28/2022,51,29.5,33.9,0.1,14.9,32.8,237,5.76
3/29/2022,51,28.6,33.4,1.3,11.8,31.3,209,4.42
3/30/2022,53,28.8,34,1,9.5,28.8,225,4.8
3/31/2022,51,28.9,34.1,1.1,11.8,31,205,4.99
4/1/2022,2,29.4,34.3,0,15.3,31.7,255,5.53
4/2/2022,3,29.3,33.8,0,17.9,37.1,202,5.96
4/3/2022,1,29.7,34.3,0,15.2,30.6,250,5.75
4/4/2022,61,28.7,33.8,5.5,13.3,33.5,243,4.69
4/5/2022,55,28.7,34.2,2.1,12.9,32.8,193,5.36
